"VolunteerID" "Activities" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()" "V2"
1 "WALKING" -0.111148103547368 -0.283740258842105 0.114461336747368 -0.068102864 -0.976609642526316 -0.971305961473684 -0.00416840617789474 -0.113615602435789 0.0670025007684211 0.0849448173042105 -0.473535485894737 -0.0546077686594737 -0.0461309295021053 -0.207421854757895 -0.304468510631579 -0.297425837894737 -0.297425837894737 -0.128696365431579 -0.0623623725688421 -0.361842899578947 -0.331560117789474 -0.319134719578947 0.056040006846 0.0497265196172632 -0.345909744388421 -0.740759502736842 -0.468999224631579 -0.133586606326316 0.106739857136 -0.185530281244211 -0.144657862897789 -0.625793777263158 -0.255940940315789 -0.516691938736842 -0.0335081597884211 0.00077332156431579 -0.286403676210526 -0.625845561684211 -0.241281905494737 -0.835079617894737 -0.0427393448347368 -0.47802531782 -0.278570637421053 -0.540829011921053 -0.3289896264 -0.465662766294737 -0.260027902210526 -0.340699021263158 0.0618110802884211 -0.947717226105263 -0.976947355052632 -0.971701304631579 -0.502699788526316 -0.102204922170526 0.0859090134589474 -0.344266629473684 -0.497329132 -0.0864961355152632 -0.404255452631579 -0.218047792294737 -0.328024088589474 -0.185622917873684 -0.185622917873684 -0.103569163157895 -0.350675312526316 -0.331267768884211 -0.279686751494737 -0.172027648052632 0.0946508048568421 -0.534713440421053 0.01872176634 0.0141932039235863 -0.436562227473684 -0.368280137515789 -0.145028782157895 -0.625935260842105 -0.229005433050737 -0.339229991263158 -0.393752784747368 1
1 "WALKING_UPSTAIRS" -0.0973020020943396 -0.35470802509434 -0.00232026501698113 -0.075402939754717 -0.956367027924528 -0.952849233207547 -0.0455625449113208 -0.446843887735849 -0.378274426037736 0.0583595463981132 -0.544871104528302 0.00410518379811321 -0.0407125527654717 -0.614786508490566 -0.601696656226415 -0.388241179056604 -0.388241179056604 -0.520923938490566 -0.0405582347754717 -0.664196540943396 -0.433349702075472 -0.337428188679245 0.0217695106566038 -0.520114793584906 0.18169210454717 -0.12836881879434 -0.685474353962264 -0.461907025849057 -0.381777065283019 -0.551104284150943 -0.2262545659 -0.700356546603774 -0.453597213018868 -0.565892490754717 0.151538905566038 -0.133373904258491 -0.1135742048 -0.40799260359434 -0.326593149433962 -0.596216743962264 -0.447195782641509 -0.686853361509434 -0.163203648528302 -0.496216834792453 -0.640844403773585 -0.759059773773585 -0.0194792388471698 -0.402832782264151 0.00767689909056604 -0.912379410377358 -0.958245005283019 -0.953844427358491 -0.706593530943396 -0.428955456603774 -0.33899924245283 -0.50716867490566 -0.550783629245283 -0.0172082190337736 -0.606332002264151 -0.604335497735849 -0.604872258113208 -0.289771882150943 -0.289771882150943 -0.436331842264151 -0.319139034830189 -0.657827676603774 0.0859565543849057 -0.344288335471698 -0.130576928407547 -0.726040200754717 -0.354504011509434 -0.397459102264151 -0.57170784 -0.499739841320755 -0.245433348490566 -0.556082705471698 -0.628150442264151 -0.233187689358491 -0.745710533018868 2
1 "WALKING_DOWNSTAIRS" -0.107566190908163 0.0300353383483878 -0.0319359434489796 -0.0621199585938775 -0.950559811632653 -0.937018658979592 -0.0109719730183673 -0.012283860544898 -0.101601390640816 0.0900850142030612 -0.458030542938775 -0.126349194938775 -0.0270461061061224 -0.487027342244898 -0.238824827530612 -0.100138189163265 -0.100138189163265 -0.0611410651081633 -0.15534898355102 -0.371624305102041 -0.225574471693878 0.0243308391387755 -0.112963739953061 0.294322700810612 0.00494329206326531 -0.358166008877551 -0.288334735714286 -0.0863278966402041 -0.134580008877551 0.00937223889183673 -0.313684237301224 -0.729054044285714 -0.0318694271979592 -0.495422486102041 -0.181414728657143 -0.0756762067714286 -0.176474683371429 -0.454334035265306 0.0152399808897959 -0.739122186938776 -0.00400138552857143 -0.539384710693878 -0.319220852120408 -0.771541462040816 -0.297770357755102 -0.770579633469388 -0.230434213204082 -0.0441172244571429 -0.107395631427551 -0.895939695102041 -0.951425748163265 -0.937871758163265 -0.345735032326531 -0.00216842288163265 -0.0851037908014286 -0.124702454242857 -0.476414813367347 -0.159280509007551 -0.268761480242857 -0.484515379591837 -0.273080913714286 0.0705248087877551 0.0705248087877551 -0.0813218861428571 -0.264113724530612 -0.281520139204082 -0.297927894693878 0.0728995783367347 -0.0065241663877551 -0.401721464285714 0.12286892074898 -0.125215773887755 -0.238443565306122 -0.396068038040816 -0.193569233097959 -0.432015792857143 -0.242668475818367 -0.488992853489796 -0.51162451877551 3
1 "SITTING" -0.104544182255319 -0.977229008297872 -0.922618641914894 0.332043702765957 -0.968457145744681 -0.935517055957447 -0.00336779235021277 -0.986430711276596 -0.981371965319149 0.0629313811914894 -0.977211283191489 -0.966473895319149 -0.046702627 -0.99173159212766 -0.989518068510638 -0.931385653829787 -0.931385653829787 -0.984524617234042 -0.923507247021277 -0.98872534787234 -0.959184889148936 -0.976412313191489 -0.917275006382979 0.238829870148936 -0.270834728851064 -0.576575068893617 -0.986053092340425 -0.987492994468085 -0.982513909574468 0.0923920032553192 -0.409705094787234 -0.764885121574468 -0.951315544468085 -0.977904227021277 -0.962345042553192 -0.0297839207446809 -0.251980798621277 -0.525339902297872 -0.939136316808511 -0.608126705914894 -0.98261972212766 -0.750599066382979 -0.946413250212766 -0.284454150412766 -0.987988369361702 -0.687252815361702 -0.93958629106383 -0.979514584468085 -0.919658954042553 -0.949040933191489 -0.969340963829787 -0.93768045893617 -0.987910804468085 -0.987729817234043 -0.980808891914894 -0.941425920851064 -0.980958256595745 -0.971854425106383 -0.987935806382979 -0.992965041276596 -0.991217640212766 -0.942435142340426 -0.942435142340426 -0.984247571276596 -0.952083671702128 -0.9894196 -0.934469558085106 -0.978895990425532 -0.943206732553192 -0.988339184893617 -0.985119245957447 -0.982650483617021 -0.94391784106383 -0.977683493191489 -0.973048428297872 -0.934035731914894 -0.981842485957447 -0.922727528723404 -0.986101085531915 4
1 "STANDING" -0.110601817735849 -0.995759901509434 -0.973190056415094 0.0134905823226415 -0.99376298509434 -0.981225957924528 -0.00368524954709434 -0.994604542264151 -0.98564873245283 0.074800751 -0.987191946603774 -0.98773444 -0.0489505466716981 -0.992945106981132 -0.995137917358491 -0.982814583962264 -0.982814583962264 -0.993592896981132 -0.975841133584906 -0.995280235660377 -0.985297098679245 -0.99602834509434 -0.972293102075472 0.244858585792453 -0.496340033396226 -0.798889985320755 -0.990752166037736 -0.995073759245283 -0.987018226792453 0.138581478749057 -0.517748493773585 -0.840718663018868 -0.980773122830189 -0.987497128679245 -0.987107727735849 0.100607635139623 -0.168074752716981 -0.509768294339623 -0.983019467169811 -0.713903327169811 -0.990740053962264 -0.832748299811321 -0.981102759056604 -0.514425437716981 -0.994423714716981 -0.713267120075472 -0.979775876981132 -0.996141353962264 -0.971758757169811 -0.976324063584906 -0.993810088113208 -0.981211152075472 -0.992251177358491 -0.994776982075472 -0.98408541509434 -0.980645626981132 -0.987936915283019 -0.988324149056604 -0.992108467169811 -0.992975492264151 -0.995668320188679 -0.982402999811321 -0.982402999811321 -0.991706276603774 -0.982624988867924 -0.994211750566038 -0.977937259622642 -0.995596712264151 -0.978165207924528 -0.992349818113208 -0.993397363018868 -0.986769867735849 -0.98234533 -0.98644584509434 -0.989697016981132 -0.984551495849057 -0.993387216415094 -0.977074645660377 -0.994901193396226 5
1 "LAYING" -0.11320355358 -0.9280564692 -0.83682740562 0.4458177198 -0.8968300184 -0.90772000676 0.010834236361 -0.958482112 -0.9241492736 0.14868943626 -0.87354386782 -0.9510904402 -0.0740501211 -0.9186085208 -0.9679072436 -0.81016936098 -0.81016936098 -0.935812144 -0.83451699672 -0.9481355368 -0.8826668762 -0.9244374346 -0.8336255561 0.08943765522 -0.06580089814 -0.3650782528 -0.9480609042 -0.9641607086 -0.9322178704 0.02438794528 -0.5066257548 -0.8428437308 -0.909302721 -0.8822964508 -0.9512320494 0.01045812566 -0.1780860953 -0.468622719456 -0.82709156406 -0.508329046806 -0.9280787516 -0.6737157919 -0.82355384772 -0.391530370084 -0.9298067252 -0.7073142879 -0.826061401628 -0.9321111728 -0.84091058864 -0.85236629022 -0.899296135 -0.90993878264 -0.9548551108 -0.963631469 -0.9337327962 -0.9082846626 -0.9002609456 -0.9582119812 -0.9577901596 -0.9442481804 -0.9743550202 -0.82747922 -0.82747922 -0.9314562136 -0.82981881602 -0.9338483356 -0.81289155944 -0.9357414446 -0.8562608991 -0.9605869872 -0.9532392948 -0.9304323224 -0.9165825082 -0.85334024058 -0.954608974 -0.815156175354 -0.928377198 -0.84448103364 -0.9377540314 6
2 "WALKING" -0.105500357966102 -0.423642838474576 -0.0780912533118644 0.0847270871186441 -0.972693201355932 -0.972116879661017 0.00789533706610169 -0.277530462620339 -0.0166022362847458 0.0828336633220339 -0.561550255762712 -0.53845366779661 -0.0514939156830508 -0.389549831525424 -0.634140436101695 -0.494211893728814 -0.494211893728814 -0.199696317119492 -0.529044591694915 -0.580948398983051 -0.453806369830508 -0.457651383728814 -0.16921968620339 0.0688995208186441 -0.259373319576271 -0.64212466661017 -0.554956709661017 -0.31431306340678 -0.0153329520084746 -0.254846438755932 -0.240484477384407 -0.69947969220339 -0.396659907457627 -0.604053019152542 -0.533046952542373 0.139752115269492 -0.23949330190339 -0.546794286457627 -0.479875862542373 -0.764651062881356 -0.134787572220339 -0.368754340508475 -0.586184276610169 -0.816468687627119 -0.549210865423729 -0.369364396013559 -0.425257524915254 -0.460983072033898 -0.120172928300508 -0.972072847627119 -0.973123471694915 -0.972411930847458 -0.586090418983051 -0.271097579237288 -0.0580763176338983 -0.481085535084746 -0.550073869661017 -0.55362531559322 -0.435492677288136 -0.410904381186441 -0.656259759322034 -0.295146615084746 -0.295146615084746 -0.196557223220339 -0.543651467966102 -0.590580568305085 -0.455222146440678 -0.352915676271186 -0.0672355597949153 -0.615898188474576 -0.175890497338983 -0.0395875309650847 -0.559856635084746 -0.481481335423729 -0.572794166271186 -0.702382621694915 -0.259430242367797 -0.717745187966102 -0.565357674745763 1
2 "WALKING_UPSTAIRS" -0.152513899520833 -0.304376406458333 0.108027279889583 -0.195888238891667 -0.934407739791667 -0.92376745375 0.01948143925 -0.276121886479167 -0.185648954220833 0.0688374021666667 -0.439253058958333 -0.466298336666667 -0.0445157481625 -0.464854363125 -0.645491337708333 -0.361505067708333 -0.361505067708333 -0.313953077666667 -0.3131551213125 -0.629021841875 -0.281001986202083 -0.320582414375 0.0848802791083333 -0.236589092316958 -0.00869801639891667 -0.356998134354167 -0.522728063333333 -0.365415441458333 -0.243554146666667 -0.374218484791667 -0.479857777708333 -0.828128471458333 -0.248601122 -0.476358845625 -0.459758488958333 -0.0773418117291667 -0.0920206135541667 -0.412252240104167 -0.208576495108333 -0.757133489583333 -0.173454664739583 -0.581564435208333 -0.416696958541667 -0.6244172480625 -0.583401111875 -0.639889580208333 -0.112121021220833 -0.361106808541667 0.113198669327083 -0.878004056875 -0.935984259583333 -0.925754092291667 -0.5737463525 -0.310505535875 -0.14482696538125 -0.163995791679167 -0.468730469375 -0.481925530208333 -0.467595961041667 -0.480682447291667 -0.665762099791667 -0.0600265865333333 -0.0600265865333333 -0.133949956829167 -0.443428122708333 -0.616397637916667 -0.09454497643125 -0.2710237351875 0.00843568319166667 -0.625090981458333 -0.192798072608333 -0.223042125123333 -0.218072471479167 -0.395268701666667 -0.532318884166667 -0.564611148958333 -0.384547861041667 -0.494465541625 -0.670718200833333 2
2 "WALKING_DOWNSTAIRS" -0.116812942382979 0.0463666814446808 0.262881788951064 -0.0438890162723404 -0.940361759574468 -0.940068525531915 -0.0209351677765957 0.147249143238298 0.126828014557447 0.097173808906383 -0.320789230008511 -0.415739144893617 -0.0710229816893617 -0.243940592553192 -0.469396701106383 0.00163716701340425 0.00163716701340425 0.172822236068085 -0.210738830151064 -0.402210274542553 -0.131290772 0.0161046198595745 0.171973972957447 0.0903678546504255 -0.12627041293617 -0.491890712259574 -0.271498721106383 0.0499590624829787 0.0808333491276596 -0.234703932446809 -0.388393091723404 -0.783290275957447 -0.0874944736085106 -0.379436674361702 -0.458732747446809 0.1367749584 -0.167270664240426 -0.483473687680851 0.201758478638298 -0.745526107021277 0.242387200234043 -0.254774915422979 -0.35818044606383 -0.614250749212766 -0.314083602538298 -0.418023853638298 -0.10283790806383 -0.0627127618723404 0.206997256429787 -0.931438313191489 -0.940392785744681 -0.940555872340425 -0.340122023191489 0.0984002741553192 0.130793842326383 -0.279418388042553 -0.326008600425532 -0.457603794468085 -0.218266318606383 -0.300860673057447 -0.532592167659575 0.301383105659574 0.301383105659574 0.0936409753978723 -0.322418155106383 -0.340174989935745 -0.162032894287234 0.138076920840426 0.2860231991 -0.408227423191489 0.307896590255319 0.0918738070170213 -0.422987665106383 -0.253289150940426 -0.446553425106383 -0.334288283617021 0.132531145393617 -0.432653783702128 -0.390955577680851 3
2 "SITTING" -0.109218272456522 -0.986822279565217 -0.950704499130435 0.19872676876087 -0.979988760869565 -0.956750273043478 0.00760546929869565 -0.988055854130435 -0.977983955434783 0.0412277462173913 -0.985742027826087 -0.978919526956522 -0.04358509665 -0.989709023043478 -0.990889614782609 -0.958719576521739 -0.958719576521739 -0.986893698913043 -0.956461792608696 -0.990721259130435 -0.970162172608696 -0.98736209 -0.950073754130435 0.0960646759586957 -0.390666548173913 -0.693603567673913 -0.985129050217391 -0.989459107391304 -0.980804228478261 0.0929030630369565 -0.496940595869565 -0.83718453673913 -0.959814822391304 -0.986808501521739 -0.977356188695652 0.0409472348676087 -0.356219636347826 -0.631654962152174 -0.957092356956522 -0.612535121326087 -0.980972608913043 -0.837046969130435 -0.966489517608696 -0.444892836913043 -0.989247532391304 -0.66078814 -0.95982817173913 -0.988594493695652 -0.951537807173913 -0.954415873043478 -0.981169301521739 -0.959359287173913 -0.98751821173913 -0.989188836521739 -0.977666515652174 -0.959803708695652 -0.986214806521739 -0.980650818478261 -0.985542325652174 -0.990905795217391 -0.991850605652174 -0.956137428478261 -0.956137428478261 -0.98179540173913 -0.964999863695652 -0.989208586521739 -0.956862864130435 -0.987225959347826 -0.960187379347826 -0.988570804130435 -0.986181069130435 -0.980617427391304 -0.963522659782609 -0.985443882608696 -0.982320673043478 -0.962668679565217 -0.987955618695652 -0.959105490434783 -0.990734229782609 4
